DATE_HOUR,HOURLYALTIMETERSETTING,HOURLYDEWPOINTTEMPF,HOURLYPRESENTWEATHERTYPE,HOURLYPRESSURETENDENCY,HOURLYRELATIVEHUMIDITY,HOURLYSEALEVELPRESSURE,HOURLYSKYCONDITIONS,HOURLYSTATIONPRESSURE,HOURLYVISIBILITY,HOURLYWETBULBTEMPF,HOURLYWINDSPEED,HOURLYDRYBULBTEMPF
2014-01-02 07,30.43,16.0,-1,4.443166074332871,69.0,30.44,0,29.78,10.0,22.0,21.0,25.0
2014-01-02 08,30.45,15.0,-1,1.0,61.0,30.45,0,29.81,10.0,23.0,22.0,27.0
2014-01-02 09,30.46,15.0,-1,1.0,58.5,30.465,0,29.82,10.0,24.0,21.0,28.0
2014-01-02 10,30.49,15.0,-1,4.443166074332871,50.0,30.5,1,29.84,10.0,27.0,15.0,32.0
2014-01-02 11,30.48,16.0,-1,0.0,48.0,30.49,1,29.83,10.0,29.0,13.0,34.0
2014-01-02 12,30.44,16.0,-1,4.443166074332871,44.5,30.47,1,29.825,10.0,30.5,14.0,36.0
2014-01-02 13,30.44,16.0,-1,4.443166074332871,39.0,30.45,1,29.79,10.0,33.0,10.0,39.0
2014-01-02 14,30.43,16.0,-1,6.0,35.0,30.43,1,29.78,10.0,36.0,11.0,42.0
2014-01-02 15,30.43,16.5,-1,6.0,35.5,30.435,1,29.795,10.0,36.0,11.0,42.0
2014-01-02 16,30.43,17.0,-1,4.443166074332871,38.0,30.44,1,29.78,10.0,35.0,9.0,41.0
2014-01-02 17,30.43,17.0,-1,2.0,46.0,30.44,1,29.78,10.0,31.0,8.0,36.0
2014-01-02 18,30.43,17.0,-1,2.0,48.0,30.445,0,29.795,10.0,30.0,7.0,35.0
2014-01-02 19,30.44,18.0,-1,4.443166074332871,50.0,30.45,0,29.79,10.0,30.0,0.0,35.0
2014-01-02 20,30.45,18.0,-1,3.0,48.0,30.46,0,29.81,10.0,31.0,0.0,36.0
2014-01-02 21,30.46,18.0,-1,3.0,50.0,30.465,0,29.82,10.0,30.0,0.0,35.0
2014-01-02 22,30.45,18.0,-1,4.443166074332871,54.0,30.47,0,29.81,10.0,28.0,0.0,33.0
2014-01-02 23,30.45,17.0,-1,8.0,56.0,30.46,0,29.81,10.0,27.0,0.0,31.0
2014-01-03 00,30.44,17.0,-1,4.0,57.0,30.455,0,29.81,10.0,26.5,0.0,30.5
2014-01-03 01,30.43,18.0,-1,4.443166074332871,63.0,30.45,0,29.78,10.0,26.0,0.0,29.0
2014-01-03 02,30.44,19.0,-1,5.0,64.0,30.45,0,29.79,10.0,26.0,3.0,30.0
2014-01-03 03,30.43,19.5,-1,5.0,68.0,30.445,0,29.8,10.0,25.5,4.0,29.0
2014-01-03 04,30.41,19.0,-1,4.443166074332871,72.0,30.43,0,29.76,10.0,24.0,3.0,27.0
2014-01-03 05,30.41,19.0,-1,6.0,69.0,30.42,0,29.76,10.0,25.0,3.0,28.0
2014-01-03 06,30.4,18.0,-1,6.0,69.0,30.42,1,29.77,10.0,24.0,4.5,27.0
2014-01-03 07,30.4,19.0,-1,4.443166074332871,72.0,30.42,1,29.75,10.0,24.0,7.0,27.0
2014-01-03 08,30.41,22.0,-1,5.0,64.0,30.42,1,29.76,10.0,29.0,8.0,33.0
2014-01-03 09,30.41,21.5,-1,5.0,57.5,30.42,1,29.775,10.0,31.0,12.0,35.5
2014-01-03 10,30.38,21.0,-1,4.443166074332871,45.0,30.39,1,29.73,10.0,35.0,17.0,41.0
2014-01-03 11,30.34,23.0,-1,8.0,43.0,30.35,1,29.7,10.0,38.0,15.0,44.0
2014-01-03 12,30.27,23.0,-1,8.0,41.0,30.315,1,29.675,10.0,39.0,15.5,45.5
2014-01-03 13,30.23,22.0,-1,4.443166074332871,33.0,30.23,1,29.59,10.0,43.0,18.0,50.0
2014-01-03 14,30.19,21.0,-1,6.0,31.0,30.19,1,29.55,10.0,44.0,21.0,51.0
2014-01-03 15,30.15,20.5,-1,6.0,30.0,30.17,1,29.54,10.0,44.0,21.0,51.0
2014-01-03 16,30.13,20.0,-1,4.443166074332871,30.0,30.13,1,29.49,10.0,43.0,16.0,50.0
2014-01-03 17,30.11,21.0,-1,6.0,34.0,30.12,2,29.47,10.0,41.0,17.0,48.0
2014-01-03 18,30.1,21.5,-1,6.0,35.5,30.115,2,29.48,10.0,40.5,17.0,47.5
2014-01-03 19,30.09,22.0,-1,4.443166074332871,38.0,30.09,2,29.45,10.0,39.0,17.0,46.0
2014-01-03 20,30.07,22.0,-1,8.0,38.0,30.07,3,29.43,10.0,39.0,18.0,46.0
2014-01-03 21,30.06,22.5,-1,8.0,40.0,30.065,3,29.44,10.0,38.5,16.5,45.5
2014-01-03 22,30.04,22.0,-1,4.443166074332871,38.0,30.04,3,29.4,10.0,39.0,17.0,46.0
2014-01-03 23,30.01,23.0,-1,8.0,42.0,30.01,3,29.37,10.0,38.0,18.0,45.0
2014-01-04 00,30.0,24.0,-1,8.0,44.5,30.01,2,29.38,10.0,38.0,17.5,44.5
2014-01-04 01,30.0,31.0,-1,4.443166074332871,60.0,29.99,2,29.36,10.0,39.0,16.0,44.0
2014-01-04 02,29.98,32.0,-1,8.0,65.0,29.98,1,29.34,10.0,38.0,20.0,43.0
2014-01-04 03,29.97,32.5,-1,8.0,68.0,29.975,1,29.35,10.0,38.0,18.0,42.5
2014-01-04 04,29.95,35.0,-1,4.443166074332871,79.0,29.95,1,29.31,10.0,38.0,22.0,41.0
2014-01-04 05,29.93,36.0,-1,8.0,82.0,29.94,1,29.29,10.0,39.0,21.0,41.0
2014-01-04 06,29.91,36.5,-1,8.0,84.0,29.925,1,29.295,10.0,39.0,21.0,41.0
2014-01-04 07,29.91,38.0,-1,4.443166074332871,89.0,29.91,1,29.27,10.0,39.0,21.0,41.0
2014-01-04 08,29.91,40.0,-1,5.0,79.0,29.91,2,29.27,10.0,43.0,23.0,46.0
2014-01-04 09,29.91,41.0,-1,5.0,76.5,29.91,2,29.285,10.0,44.5,21.5,48.0
2014-01-04 10,29.88,44.0,-1,4.443166074332871,67.0,29.88,1,29.24,10.0,50.0,24.0,55.0
2014-01-04 11,29.84,45.0,-1,8.0,58.0,29.83,1,29.21,10.0,53.0,26.0,60.0
2014-01-04 12,29.79,45.5,-1,8.0,57.0,29.805,1,29.195,10.0,54.0,23.5,61.0
2014-01-04 13,29.75,48.0,-1,4.443166074332871,51.0,29.74,1,29.12,10.0,58.0,23.0,67.0
2014-01-04 14,29.73,47.0,-1,6.0,45.0,29.72,1,29.1,10.0,60.0,25.0,69.0
2014-01-04 15,29.72,47.0,-1,6.0,45.0,29.715,2,29.105,10.0,60.0,22.5,69.0
2014-01-04 16,29.74,47.0,-1,4.443166074332871,50.0,29.73,3,29.11,10.0,57.0,15.0,66.0
2014-01-04 17,29.75,48.0,-1,3.0,56.0,29.74,3,29.12,10.0,56.0,13.0,64.0
2014-01-04 18,29.74,48.5,-1,3.0,58.0,29.74,3,29.125,10.0,56.0,13.0,63.5
2014-01-04 19,29.74,49.0,-1,4.443166074332871,62.0,29.73,4,29.11,10.0,55.0,16.0,62.0
2014-01-04 20,29.74,50.0,-1,7.0,65.0,29.73,4,29.11,10.0,56.0,16.0,62.0
2014-01-04 21,29.76,50.0,-1,7.0,65.0,29.74,4,29.13,10.0,56.0,12.0,62.0
2014-01-04 22,29.75,43.0,-1,4.443166074332871,64.0,29.74,4,29.12,10.0,49.0,0.0,55.0
2014-01-04 23,29.77,33.0,-1,1.0,52.0,29.77,1,29.13,10.0,43.0,17.0,50.0
2014-01-05 00,29.79,32.0,-1,1.0,54.0,29.78,4,29.16,10.0,41.5,19.5,48.0
2014-01-05 01,29.84,28.0,-1,4.443166074332871,65.0,29.83,1,29.21,10.0,35.0,23.0,39.0
2014-01-05 02,29.89,25.0,-1,3.0,67.0,29.88,1,29.25,10.0,31.0,22.0,35.0
2014-01-05 03,29.91,25.0,-1,3.0,69.0,29.895,3,29.2733333333,10.0,31.0,24.3333333333,34.3333333333
2014-01-05 04,29.95,25.0,-1,4.443166074332871,72.0,29.94,4,29.31,10.0,30.0,21.0,33.0
2014-01-05 05,29.99,23.0,-1,3.0,69.0,29.99,4,29.35,10.0,29.0,21.0,32.0
2014-01-05 06,30.03,22.0,-1,3.0,68.0,30.01,4,29.385,10.0,28.5,21.0,31.5
2014-01-05 07,30.08,19.0,-1,4.443166074332871,61.0,30.08,3,29.44,10.0,27.0,22.0,31.0
2014-01-05 08,30.11,17.0,-1,1.0,59.5,30.12,3,29.47,10.0,25.5,23.0,29.5
2014-01-05 09,30.17,16.5,-1,1.0,57.5,30.145,2,29.52,10.0,26.0,25.0,30.0
2014-01-05 10,30.19,16.0,-1,4.443166074332871,52.0,30.19,1,29.55,10.0,27.0,25.0,32.0
2014-01-05 11,30.2,18.0,-1,1.0,50.0,30.2,1,29.56,10.0,30.0,18.0,35.0
2014-01-05 12,30.18,17.5,-1,1.0,47.0,30.195,1,29.565,10.0,30.5,20.5,36.0
2014-01-05 13,30.18,16.0,-1,4.443166074332871,41.0,30.19,1,29.54,10.0,32.0,26.0,38.0
2014-01-05 14,30.21,17.0,-1,3.0,40.0,30.22,1,29.57,10.0,34.0,24.0,40.0
2014-01-05 15,30.24,17.0,-1,3.0,40.5,30.23,1,29.6,10.0,33.5,25.0,39.5
2014-01-05 16,30.28,16.0,-1,4.443166074332871,46.0,30.29,1,29.64,10.0,30.0,23.0,35.0
2014-01-05 17,30.32,15.0,-1,3.0,50.0,30.33,1,29.68,10.0,27.0,24.0,32.0
2014-01-05 18,30.37,14.0,-1,3.0,48.5,30.355,1,29.715,10.0,26.5,22.5,31.5
2014-01-05 19,30.41,12.0,-1,4.443166074332871,49.0,30.43,2,29.76,10.0,25.0,21.0,29.0
2014-01-05 20,30.46,11.0,-1,1.0,51.0,30.47,1,29.81,10.0,23.0,18.0,27.0
2014-01-05 21,30.49,10.0,-1,1.0,51.5,30.485,1,29.84,10.0,21.5,18.0,25.5
2014-01-05 22,30.52,8.0,-1,4.443166074332871,55.0,30.54,1,29.87,10.0,19.0,15.0,22.0
2014-01-05 23,30.56,6.0,-1,3.0,52.0,30.57,1,29.91,10.0,18.0,18.0,21.0
2014-01-06 00,30.58,5.0,-1,3.0,51.5,30.58,0,29.935,10.0,17.0,17.5,20.0
2014-01-06 01,30.58,2.0,-1,4.443166074332871,49.0,30.6,0,29.93,10.0,15.0,20.0,18.0
2014-01-06 02,30.59,2.0,-1,1.0,49.0,30.61,0,29.94,10.0,15.0,20.0,18.0
2014-01-06 03,30.6,1.5,-1,1.0,49.0,30.615,0,29.96,10.0,14.5,18.5,17.5
2014-01-06 04,30.6,1.0,-1,4.443166074332871,51.0,30.62,0,29.95,10.0,13.0,10.0,16.0
2014-01-06 05,30.64,1.0,-1,3.0,51.0,30.66,0,29.99,10.0,13.0,13.0,16.0
2014-01-06 06,30.67,1.0,-1,3.0,52.0,30.675,1,30.02,10.0,12.5,10.5,15.5
2014-01-06 07,30.68,2.0,-1,4.443166074332871,56.0,30.71,1,30.03,10.0,12.0,9.0,15.0
2014-01-06 08,30.72,2.0,-1,3.0,51.0,30.74,1,30.07,10.0,14.0,13.0,17.0
2014-01-06 09,30.74,1.5,-1,3.0,48.0,30.75,1,30.095,10.0,15.0,11.0,18.0
2014-01-06 10,30.75,3.0,-1,4.443166074332871,44.0,30.77,1,30.1,10.0,18.0,11.0,22.0
2014-01-06 11,30.72,3.0,-1,0.0,40.0,30.75,1,30.07,10.0,20.0,15.0,24.0
2014-01-06 12,30.67,3.5,-1,4.443166074332871,37.5,30.72,1,30.06,10.0,21.5,14.5,26.0
2014-01-06 13,30.65,2.0,-1,4.443166074332871,29.0,30.67,2,30.0,10.0,26.0,16.0,31.0
2014-01-06 14,30.63,2.0,-1,6.0,26.0,30.65,1,29.98,10.0,28.0,15.0,33.0
2014-01-06 15,30.62,2.0,-1,6.0,26.0,30.645,1,29.99,10.0,28.0,14.0,33.0
2014-01-06 16,30.62,2.0,-1,4.443166074332871,27.0,30.64,1,29.97,10.0,27.0,5.0,32.0
2014-01-06 17,30.62,3.0,-1,6.0,34.0,30.64,2,29.97,10.0,23.0,6.0,28.0
2014-01-06 18,30.61,3.0,-1,6.0,35.5,30.635,3,29.98,10.0,22.5,5.5,27.0
2014-01-06 19,30.61,4.0,-1,4.443166074332871,40.0,30.64,3,29.96,10.0,21.0,3.0,25.0
2014-01-06 20,30.62,5.0,-1,3.0,44.0,30.64,3,29.97,10.0,20.0,8.0,24.0
2014-01-06 21,30.6,5.5,-1,4.0,45.0,30.63,2,29.975,10.0,20.0,7.5,24.0
2014-01-06 22,30.58,7.0,-1,4.443166074332871,48.0,30.61,2,29.93,10.0,20.0,6.0,24.0
2014-01-06 23,30.57,8.0,-1,6.0,62.0,30.59,1,29.92,10.0,16.0,8.0,19.0
2014-01-07 00,30.55,9.0,-1,6.0,61.0,30.58,2,29.925,10.0,17.5,8.0,20.5
2014-01-07 01,30.54,9.0,-1,4.443166074332871,55.0,30.56,2,29.89,10.0,20.0,9.0,23.0
2014-01-07 02,30.55,10.0,-1,5.0,55.0,30.56,1,29.9,10.0,20.0,10.0,24.0
2014-01-07 03,30.54,9.5,-1,5.0,55.0,30.555,0,29.91,10.0,20.0,9.5,23.5
2014-01-07 04,30.52,10.0,-1,4.443166074332871,60.0,30.54,0,29.87,10.0,19.0,9.0,22.0
2014-01-07 05,30.51,10.0,-1,8.0,60.0,30.53,0,29.86,10.0,19.0,9.0,22.0
2014-01-07 06,30.51,9.5,-1,8.0,59.5,30.53,1,29.875,10.0,18.5,9.0,21.5
2014-01-07 07,30.51,10.0,-1,4.443166074332871,62.0,30.53,1,29.86,10.0,18.0,9.0,21.0
2014-01-07 08,30.51,11.0,-1,5.0,47.0,30.53,1,29.86,10.0,25.0,11.0,29.0
2014-01-07 09,30.52,11.0,-1,5.0,42.5,30.53,1,29.88,10.0,27.0,12.5,31.5
2014-01-07 10,30.51,11.0,-1,4.443166074332871,31.0,30.52,0,29.86,10.0,33.0,15.0,39.0
2014-01-07 11,30.47,12.0,-1,8.0,30.0,30.47,0,29.82,10.0,35.5,13.5,41.5
2014-01-07 12,30.4,10.0,-1,8.0,25.0,30.44,0,29.795,10.0,38.5,15.0,44.0
2014-01-07 13,30.36,12.0,-1,4.443166074332871,25.0,30.38,0,29.72,10.0,40.0,15.0,46.0
2014-01-07 14,30.34,11.0,-1,6.0,23.0,30.35,1,29.7,10.0,41.0,17.0,47.0
2014-01-07 15,30.32,11.0,-1,6.0,23.5,30.34,1,29.7,10.0,40.5,17.5,46.5
2014-01-07 16,30.32,9.0,-1,4.443166074332871,23.0,30.33,1,29.68,10.0,39.0,20.0,45.0
2014-01-07 17,30.3,9.0,-1,6.0,25.0,30.31,2,29.66,10.0,36.0,20.0,42.0
2014-01-07 18,30.3,9.5,-1,6.0,27.0,30.315,2,29.67,10.0,35.0,17.0,41.0
2014-01-07 19,30.3,10.0,-1,4.443166074332871,31.0,30.32,2,29.66,10.0,32.0,13.0,38.0
2014-01-07 20,30.31,11.0,-1,3.0,34.0,30.32,1,29.67,10.0,31.0,13.0,37.0
2014-01-07 21,30.3,11.5,-1,3.0,35.0,30.315,1,29.675,10.0,31.0,13.5,37.0
2014-01-07 22,30.28,13.0,-1,4.443166074332871,39.0,30.29,1,29.64,10.0,30.0,11.0,36.0
2014-01-07 23,30.2733333333,14.666666666700001,-1,8.0,37.6666666667,30.27,3,29.633333333299998,10.0,32.6666666667,13.333333333299999,38.6666666667
2014-01-08 00,30.25,15.5,-1,8.0,35.5,30.26,4,29.63,10.0,35.0,16.0,41.0
2014-01-08 01,30.24,18.0,-1,4.443166074332871,38.0,30.24,4,29.6,10.0,36.0,20.0,42.0
2014-01-08 02,30.23,21.0,-1,6.0,42.5,30.23,4,29.59,10.0,36.5,16.0,42.5
2014-01-08 03,30.23,23.5,-1,6.0,48.0,30.23,4,29.605,10.0,36.0,16.5,42.0
2014-01-08 04,30.2,31.0,-1,4.443166074332871,67.0,30.21,4,29.56,10.0,37.0,11.0,41.0
2014-01-08 05,30.2,32.0,-1,8.0,70.0,30.2,4,29.56,10.0,37.0,11.0,41.0
2014-01-08 06,30.19,33.3333333333,4,8.0,76.0,30.2,4,29.563333333299997,6.0,37.0,13.666666666700001,40.3333333333
2014-01-08 07,30.2,35.0,4,4.443166074332871,84.5,30.21,4,29.56,6.5,37.5,14.5,39.5
2014-01-08 08,30.21,35.5,4,3.0,87.5,30.23,4,29.57,2.25,37.5,15.0,39.0
2014-01-08 09,30.22,36.5,4,3.0,89.0,30.225,4,29.59,2.0,38.5,15.5,39.5
2014-01-08 10,30.22,37.0,4,4.443166074332871,89.0,30.22,4,29.58,2.0,39.0,14.0,40.0
2014-01-08 11,30.19,38.5,4,8.0,91.0,30.19,4,29.55,1.0,40.0,11.5,41.0
2014-01-08 12,30.155,39.3333333333,4,8.0,92.6666666667,30.17,4,29.5333333333,1.0,40.3333333333,10.0,41.3333333333
2014-01-08 13,30.125,40.5,4,4.443166074332871,92.5,30.13,4,29.485,1.0,41.5,10.5,42.5
2014-01-08 14,30.11,42.5,4,6.0,93.0,30.11,4,29.47,1.0,43.5,10.0,44.5
2014-01-08 15,30.1,42.6666666667,4,6.0,93.0,30.105,4,29.473333333299998,1.0,43.6666666667,12.0,44.6666666667
2014-01-08 16,30.1,44.0,4,4.443166074332871,91.6666666667,30.11,4,29.46,2.66666666667,44.6666666667,10.3333333333,46.0
2014-01-08 17,30.1125,44.5,4,3.0,94.5,30.12,4,29.4725,1.625,45.0,6.5,46.0
2014-01-08 18,30.13,45.5,4,3.0,96.5,30.125,4,29.5,1.5,45.5,6.0,46.5
2014-01-08 19,30.15,46.0,4,4.443166074332871,97.0,30.15,4,29.51,1.5,46.0,6.0,47.0
2014-01-08 20,30.17,46.0,4,3.0,97.0,30.17,4,29.53,1.0,46.0,7.0,47.0
2014-01-08 21,30.17,46.0,0,3.0,97.0,30.17,4,29.545,1.0,46.0,8.0,47.0
2014-01-08 22,30.16,46.0,1,4.443166074332871,93.0,30.17,4,29.52,1.0,47.0,9.0,48.0
2014-01-08 23,30.15,46.0,1,8.0,93.0,30.15,4,29.51,1.0,47.0,9.0,48.0
2014-01-09 00,30.15,46.0,0,8.0,93.0,30.15,4,29.525,1.0,47.0,7.0,48.0
2014-01-09 01,30.15,46.0,4,4.443166074332871,97.0,30.15,4,29.51,1.0,46.0,7.0,47.0
2014-01-09 02,30.145,46.0,4,8.0,97.0,30.14,4,29.505,0.5,46.0,7.0,47.0
2014-01-09 03,30.14,46.0,4,8.0,97.0,30.14,4,29.515,0.5,46.0,6.5,47.0
2014-01-09 04,30.14,42.5,4,4.443166074332871,95.0,30.14,4,29.5,0.5,43.0,7.5,44.0
2014-01-09 05,30.145,40.0,4,3.0,94.0,30.15,4,29.505,0.5,40.5,8.5,41.5
2014-01-09 06,30.155,40.0,4,3.0,96.0,30.155,4,29.5233333333,0.5,40.0,8.0,41.0
2014-01-09 07,30.17,40.0,4,4.443166074332871,96.0,30.17,4,29.53,0.5,40.0,6.0,41.0
2014-01-09 08,30.18,40.0,4,3.0,96.0,30.19,4,29.54,0.5,40.0,7.333333333330001,41.0
2014-01-09 09,30.1933333333,40.0,5,3.0,96.0,30.195,-1,29.5575,0.08333333333330001,40.0,8.25,41.0
2014-01-09 10,30.19,40.5,5,4.443166074332871,92.5,30.18,-1,29.55,0.0,41.5,8.0,42.5
2014-01-09 11,30.165,42.0,1,8.0,97.0,30.17,4,29.525,0.0,42.0,5.5,43.0
2014-01-09 12,30.13,42.0,5,8.0,95.0,30.15,4,29.52,0.0,42.5,4.0,43.5
2014-01-09 13,30.1,43.0,1,4.443166074332871,93.0,30.1,4,29.46,0.06,44.0,0.0,45.0
2014-01-09 14,30.09,43.0,1,6.0,93.0,30.09,4,29.45,0.25,44.0,0.0,45.0
2014-01-09 15,30.09,43.5,1,6.0,93.0,30.09,4,29.465,0.25,44.5,0.0,45.5
2014-01-09 16,30.075,44.5,1,4.443166074332871,91.5,30.07,4,29.435,0.5,45.0,6.5,46.5
2014-01-09 17,30.07,44.25,1,6.0,93.0,30.07,4,29.43,1.0,45.0,6.5,46.0
2014-01-09 18,30.0733333333,44.25,1,6.0,93.0,30.07,4,29.44,2.66666666667,45.0,7.25,46.0
2014-01-09 19,30.065,44.0,1,4.443166074332871,93.0,30.06,4,29.425,3.0,45.0,7.0,46.0
2014-01-09 20,30.0533333333,44.0,1,8.0,93.0,30.05,4,29.4133333333,0.75,45.0,7.0,46.0
2014-01-09 21,30.045,44.6,5,8.0,94.8,30.045,4,29.412,0.09,45.0,7.2,46.0
2014-01-09 22,30.03,45.0,5,4.443166074332871,96.0,30.03,-1,29.39,0.0,45.0,3.0,46.0
2014-01-09 23,30.0,45.5,5,8.0,98.0,29.99,-1,29.36,0.0,45.5,4.0,46.0
2014-01-10 00,29.97,46.0,5,8.0,98.5,29.98,-1,29.355,0.0,46.0,5.0,46.5
2014-01-10 01,29.93,47.0,5,4.443166074332871,96.0,29.93,-1,29.29,0.0,47.0,6.0,48.0
2014-01-10 02,29.92,48.0,0,6.0,97.0,29.91,-1,29.28,0.0,48.0,1.5,49.0
2014-01-10 03,29.9,48.5,0,6.0,96.5,29.905,-1,29.285,0.0,48.5,3.0,49.5
2014-01-10 04,29.88,51.0,0,4.443166074332871,97.0,29.88,-1,29.24,0.0,51.0,7.0,52.0
2014-01-10 05,29.85,54.0,0,8.0,95.0,29.85,3,29.21,0.0,54.0,8.0,55.0
2014-01-10 06,29.866666666700002,55.0,0,8.0,95.75,29.855,4,29.235,2.0,55.25,8.0,56.25
2014-01-10 07,29.86,59.0,0,4.443166074332871,93.0,29.86,3,29.22,6.0,60.0,13.0,61.0
2014-01-10 08,29.855,59.0,0,8.0,91.5,29.85,2,29.215,8.0,60.0,13.5,61.5
2014-01-10 09,29.85,59.5,0,8.0,91.5,29.845,1,29.225,8.0,60.5,13.0,62.0
2014-01-10 10,29.83,60.0,0,4.443166074332871,90.0,29.82,1,29.19,10.0,61.0,11.0,63.0
2014-01-10 11,29.78,60.0,0,8.0,87.0,29.78,1,29.15,6.0,61.0,13.0,64.0
2014-01-10 12,29.72,60.5,0,8.0,87.0,29.75,1,29.13,10.0,61.5,14.0,64.5
2014-01-10 13,29.69,61.0,-1,4.443166074332871,87.0,29.68,1,29.06,10.0,62.0,17.0,65.0
2014-01-10 14,29.67,60.0,-1,6.0,79.0,29.66,1,29.04,10.0,63.0,17.0,67.0
2014-01-10 15,29.67,60.0,-1,6.0,76.0,29.655,3,29.05,10.0,63.0,13.5,68.0
2014-01-10 16,29.67,54.0,-1,4.443166074332871,59.0,29.66,1,29.04,10.0,61.0,14.0,69.0
2014-01-10 17,29.69,50.0,-1,3.0,56.0,29.68,2,29.06,10.0,58.0,11.0,66.0
2014-01-10 18,29.69,49.0,-1,3.0,61.5,29.68,1,29.07,10.0,55.5,9.5,62.5
2014-01-10 19,29.745,44.5,-1,4.443166074332871,58.0,29.74,1,29.115,10.0,52.5,15.5,59.5
2014-01-10 20,29.79,39.0,-1,3.0,59.0,29.78,1,29.16,10.0,47.0,10.0,53.0
2014-01-10 21,29.81,38.0,-1,3.0,59.0,29.79,3,29.18,10.0,46.0,7.5,52.0
2014-01-10 22,29.81,37.0,-1,4.443166074332871,66.0,29.81,1,29.18,10.0,43.0,0.0,48.0
2014-01-10 23,29.83,36.0,-1,1.0,56.0,29.82,3,29.19,10.0,45.0,0.0,51.0
2014-01-11 00,29.84,36.0,-1,1.0,58.5,29.825,2,29.215,10.0,44.0,1.5,50.0
2014-01-11 01,29.86,37.0,-1,4.443166074332871,76.0,29.85,3,29.22,10.0,41.0,10.0,44.0
2014-01-11 02,29.88,36.0,-1,3.0,73.0,29.87,2,29.24,10.0,40.0,7.0,44.0
